,zone,area,sub_area,pole,config_id,config_name,longitude,latitude,short_config_name,time_limit,hourly_rate
31,City,Barrio Logan,1700 NATIONAL AVE,NL-1749,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.14713700000001,32.701994,2 Hour Max $1.25 ,2.0,1.25
32,City,Barrio Logan,1700 NATIONAL AVE,NL-1751,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.146234,32.701368,2 Hour Max $1.25 ,2.0,1.25
33,City,Barrio Logan,2900 NATIONAL AVE,NL-2928,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.13004199999999,32.696027,1 Hour Max $1.25 ,1.0,1.25
34,City,Midtown,2700 KETTNER BLVD,KT-2700,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172983,32.732113,2 Hour Max $1.25 ,2.0,1.25
35,City,Midtown,2700 KETTNER BLVD,KT-2702,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.173028,32.732215999999994,2 Hour Max $1.25 ,2.0,1.25
36,City,Midtown,2700 KETTNER BLVD,KT-2704,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.173073,32.73232,2 Hour Max $1.25 ,2.0,1.25
37,City,Midtown,2700 KETTNER BLVD,KT-2706,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.173124,32.732438,2 Hour Max $1.25 ,2.0,1.25
38,City,Midtown,2700 KETTNER BLVD,KT-2708,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17316799999999,32.732538,2 Hour Max $1.25 ,2.0,1.25
39,City,Midtown,2700 KETTNER BLVD,KT-2710,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17321799999999,32.732636,2 Hour Max $1.25 ,2.0,1.25
40,City,Midtown,2800 KETTNER BLVD,KT-2810,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.173579,32.733112,2 Hour Max $1.25 ,2.0,1.25
41,City,Midtown,2900 PACIFIC HIGHWAY,P-2908,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175529,32.732735999999996,2 Hour Max $1.25 ,2.0,1.25
42,City,Midtown,2900 PACIFIC HIGHWAY,P-2910,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175601,32.732818,2 Hour Max $1.25 ,2.0,1.25
43,City,Midtown,2900 PACIFIC HIGHWAY,P-2912,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17569099999999,32.73292,2 Hour Max $1.25 ,2.0,1.25
44,City,Midtown,2900 PACIFIC HIGHWAY,P-2914,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17576299999999,32.733003000000004,2 Hour Max $1.25 ,2.0,1.25
45,City,Midtown,2900 PACIFIC HIGHWAY,P-2916,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175854,32.733105,2 Hour Max $1.25 ,2.0,1.25
46,City,Midtown,2900 PACIFIC HIGHWAY,P-2918,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175926,32.733187,2 Hour Max $1.25 ,2.0,1.25
47,City,Midtown,2900 PACIFIC HIGHWAY,P-2920,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17601599999999,32.733290000000004,2 Hour Max $1.25 ,2.0,1.25
48,City,Midtown,2900 PACIFIC HIGHWAY,P-2922,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.176088,32.733371999999996,2 Hour Max $1.25 ,2.0,1.25
49,City,Midtown,2900 PACIFIC HIGHWAY,P-2924,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17617800000001,32.733474,2 Hour Max $1.25 ,2.0,1.25
50,City,Midtown,2900 PACIFIC HIGHWAY,P-2926,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17625,32.733556,2 Hour Max $1.25 ,2.0,1.25
51,City,Mission Beach,800 WEST MISSION BAY DR,WMB-826,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.25069099999999,32.772103,30 Min Max $1.25 ,0.5,1.25
52,City,Mission Beach,800 WEST MISSION BAY DR,WMB-828,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.250206,32.772115,30 Min Max $1.25 ,0.5,1.25
53,City,Mission Beach,800 WEST MISSION BAY DR,WMB-838,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.249852,32.772123,30 Min Max $1.25 ,0.5,1.25
54,City,Mission Beach,800 WEST MISSION BAY DR,WMB-840,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.249702,32.772126,30 Min Max $1.25 ,0.5,1.25
55,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3801,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.18608,32.74137,2 Hour Max $1.25 ,2.0,1.25
56,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3803,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186292,32.741456,2 Hour Max $1.25 ,2.0,1.25
57,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3805,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186504,32.741543,2 Hour Max $1.25 ,2.0,1.25
58,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3811,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186869,32.741690000000006,2 Hour Max $1.25 ,2.0,1.25
59,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3813,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186921,32.74171,2 Hour Max $1.25 ,2.0,1.25
60,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3815,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.18697399999999,32.74173,2 Hour Max $1.25 ,2.0,1.25
61,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3821,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.187026,32.741751,2 Hour Max $1.25 ,2.0,1.25
62,City,Mission Hills,3400 SUTHERLAND ST,SU-3409,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.18625300000001,32.741676,2 Hour Max $1.25 ,2.0,1.25
63,City,Mission Hills,3400 SUTHERLAND ST,SU-3411,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186204,32.741749,2 Hour Max $1.25 ,2.0,1.25
64,City,Mission Hills,3400 SUTHERLAND ST,SU-3415,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186159,32.741817,2 Hour Max $1.25 ,2.0,1.25
65,City,Point Loma,2900 AVENIDA DE PORTUGAL,ADN-2912,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.23090400000001,32.72167,30 Min Max $1.25 ,0.5,1.25
66,City,Point Loma,2900 AVENIDA DE PORTUGAL,ADN-2914,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.23091299999999,32.721575,30 Min Max $1.25 ,0.5,1.25
67,City,Point Loma,2700 SHELTER ISLAND DR,S-2707,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.22856499999999,32.721025,2 Hour Max $1.25 ,2.0,1.25
68,City,Point Loma,2700 SHELTER ISLAND DR,S-2712,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.22853,32.721191999999995,2 Hour Max $1.25 ,2.0,1.25
69,City,Point Loma,2700 SHELTER ISLAND DR,S-2713,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228706,32.721109999999996,2 Hour Max $1.25 ,2.0,1.25
70,City,Point Loma,2700 SHELTER ISLAND DR,S-2714,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.22868100000001,32.721284000000004,2 Hour Max $1.25 ,2.0,1.25
71,City,Point Loma,2700 SHELTER ISLAND DR,S-2717,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228847,32.721195,2 Hour Max $1.25 ,2.0,1.25
72,City,Point Loma,2700 SHELTER ISLAND DR,S-2720,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.22882299999999,32.721369,2 Hour Max $1.25 ,2.0,1.25
73,Downtown,Core - Columbia,1000 FIRST AVE,1-1004,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16392900000001,32.715903999999995,2 Hour Max $1.25 ,2.0,1.25
74,Downtown,Core - Columbia,1000 FIRST AVE,1-1006,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16393000000001,32.716037,2 Hour Max $1.25 ,2.0,1.25
75,Downtown,Core - Columbia,1000 FIRST AVE,1-1008,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163931,32.716169,2 Hour Max $1.25 ,2.0,1.25
76,Downtown,Core - Columbia,1000 FIRST AVE,1-1020,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161278,32.717890000000004,15 Min Max $1.25 ,0.25,1.25
77,Downtown,Core - Columbia,1300 FIRST AVE,1-1310,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163951,32.719024,2 Hour Max $1.25 ,2.0,1.25
78,Downtown,Core - Columbia,1300 FIRST AVE,1-1312,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163952,32.719161,2 Hour Max $1.25 ,2.0,1.25
79,Downtown,Core - Columbia,1300 FIRST AVE,1-1313,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.16377,32.719297999999995,2 Hour Max $1.25 ,2.0,1.25
80,Downtown,Core - Columbia,1300 FIRST AVE,1-1314,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163953,32.719453,2 Hour Max $1.25 ,2.0,1.25
81,Downtown,Core - Columbia,1300 FIRST AVE,1-1315,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163772,32.719571,2 Hour Max $1.25 ,2.0,1.25
82,Downtown,Core - Columbia,1300 FIRST AVE,1-1317,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163772,32.719707,2 Hour Max $1.25 ,2.0,1.25
83,Downtown,Core - Columbia,1300 SECOND AVE,2-1303,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162852,32.718951000000004,2 Hour Max $1.25 ,2.0,1.25
84,Downtown,Core - Columbia,1300 SECOND AVE,2-1305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162853,32.719029,2 Hour Max $1.25 ,2.0,1.25
85,Downtown,Core - Columbia,1300 SECOND AVE,2-1307,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162853,32.719088,2 Hour Max $1.25 ,2.0,1.25
86,Downtown,Core - Columbia,1300 SECOND AVE,2-1309,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16285400000001,32.719165999999994,2 Hour Max $1.25 ,2.0,1.25
87,Downtown,Core - Columbia,1300 SECOND AVE,2-1311,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16285400000001,32.719224,2 Hour Max $1.25 ,2.0,1.25
88,Downtown,Core - Columbia,1300 SECOND AVE,2-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15411,32.714712,2 Hour Max $1.25 ,2.0,1.25
89,Downtown,Core - Columbia,1300 SECOND AVE,2-1315,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162856,32.71938,2 Hour Max $1.25 ,2.0,1.25
90,Downtown,Core - Columbia,1300 SECOND AVE,2-1316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16303799999999,32.719457,2 Hour Max $1.25 ,2.0,1.25
91,Downtown,Core - Columbia,1300 SECOND AVE,2-1317,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162857,32.719516,2 Hour Max $1.25 ,2.0,1.25
92,Downtown,Core - Columbia,1300 SECOND AVE,2-1318,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16303899999998,32.719592999999996,2 Hour Max $1.25 ,2.0,1.25
93,Downtown,Core - Columbia,1300 SECOND AVE,2-1320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16304,32.719652,2 Hour Max $1.25 ,2.0,1.25
94,Downtown,Core - Columbia,1300 SECOND AVE,2-1322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16304,32.71973,2 Hour Max $1.25 ,2.0,1.25
95,Downtown,Core - Columbia,1300 SECOND AVE,2-1323,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16285900000001,32.719789,2 Hour Max $1.25 ,2.0,1.25
96,Downtown,Core - Columbia,1000 THIRD AVE,3-1001,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161914,32.715859,30 Min Max $1.25 ,0.5,1.25
97,Downtown,Core - Columbia,1000 THIRD AVE,3-1003,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16191699999999,32.715975,30 Min Max $1.25 ,0.5,1.25
98,Downtown,Core - Columbia,1000 THIRD AVE,3-1005,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16192,32.716071,30 Min Max $1.25 ,0.5,1.25
99,Downtown,Core - Columbia,1000 THIRD AVE,3-1007,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161924,32.716187,30 Min Max $1.25 ,0.5,1.25
100,Downtown,Core - Columbia,1000 THIRD AVE,3-1014,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16211000000001,32.716299,30 Min Max $1.25 ,0.5,1.25
101,Downtown,Core - Columbia,1000 THIRD AVE,3-1016,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16211299999999,32.716396,30 Min Max $1.25 ,0.5,1.25
102,Downtown,Core - Columbia,1000 THIRD AVE,3-1018,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162117,32.716512,30 Min Max $1.25 ,0.5,1.25
103,Downtown,Core - Columbia,1000 THIRD AVE,3-1020,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16212,32.716609000000005,30 Min Max $1.25 ,0.5,1.25
104,Downtown,Core - Columbia,1100 THIRD AVE,3-1116,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162126,32.717139,30 Min Max $1.25 ,0.5,1.25
105,Downtown,Core - Columbia,1100 THIRD AVE,3-1118,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162127,32.717447,30 Min Max $1.25 ,0.5,1.25
106,Downtown,Core - Columbia,1200 THIRD AVE,3-1203,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.717954,15 Min Max $1.25 ,0.25,1.25
107,Downtown,Core - Columbia,1200 THIRD AVE,3-1205,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.718069,15 Min Max $1.25 ,0.25,1.25
108,Downtown,Core - Columbia,1200 THIRD AVE,3-1207,9138,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.718164,2 Hour Max $1.25 ,2.0,1.25
109,Downtown,Core - Columbia,1200 THIRD AVE,3-1209,9138,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.718278999999995,2 Hour Max $1.25 ,2.0,1.25
110,Downtown,Core - Columbia,1200 THIRD AVE,3-1218,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16212900000001,32.718393,15 Min Max $1.25 ,0.25,1.25
111,Downtown,Core - Columbia,1200 THIRD AVE,3-1220,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161278,32.717890000000004,15 Min Max $1.25 ,0.25,1.25
112,Downtown,Core - Columbia,1200 THIRD AVE,3-1221,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161948,32.718489,2 Hour Max $1.25 ,2.0,1.25
113,Downtown,Core - Columbia,1200 THIRD AVE,3-1223,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161948,32.718584,2 Hour Max $1.25 ,2.0,1.25
114,Downtown,Core - Columbia,1300 THIRD AVE,3-1300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16213,32.718957,2 Hour Max $1.25 ,2.0,1.25
115,Downtown,Core - Columbia,1300 THIRD AVE,3-1301,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16194899999999,32.719015999999996,2 Hour Max $1.25 ,2.0,1.25
116,Downtown,Core - Columbia,1300 THIRD AVE,3-1302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162131,32.719074,2 Hour Max $1.25 ,2.0,1.25
117,Downtown,Core - Columbia,1300 THIRD AVE,3-1303,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16194899999999,32.719132,2 Hour Max $1.25 ,2.0,1.25
118,Downtown,Core - Columbia,1300 THIRD AVE,3-1304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162131,32.71921,2 Hour Max $1.25 ,2.0,1.25
119,Downtown,Core - Columbia,1300 THIRD AVE,3-1305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16195,32.719249,2 Hour Max $1.25 ,2.0,1.25
120,Downtown,Core - Columbia,1300 THIRD AVE,3-1306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162132,32.719326,2 Hour Max $1.25 ,2.0,1.25
121,Downtown,Core - Columbia,1300 THIRD AVE,3-1308,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162132,32.719384000000005,2 Hour Max $1.25 ,2.0,1.25
122,Downtown,Core - Columbia,1300 THIRD AVE,3-1310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162132,32.719443,2 Hour Max $1.25 ,2.0,1.25
123,Downtown,Core - Columbia,1300 THIRD AVE,3-1312,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16213300000001,32.719501,2 Hour Max $1.25 ,2.0,1.25
124,Downtown,Core - Columbia,1300 THIRD AVE,3-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161951,32.719559999999994,2 Hour Max $1.25 ,2.0,1.25
125,Downtown,Core - Columbia,1300 THIRD AVE,3-1314,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16213300000001,32.719637,2 Hour Max $1.25 ,2.0,1.25
126,Downtown,Core - Columbia,1300 THIRD AVE,3-1316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16213300000001,32.719695,2 Hour Max $1.25 ,2.0,1.25
127,Downtown,Core - Columbia,1300 THIRD AVE,3-1320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16213400000001,32.719753999999995,2 Hour Max $1.25 ,2.0,1.25
128,Downtown,Core - Columbia,1300 THIRD AVE,3-1322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16213400000001,32.719812,2 Hour Max $1.25 ,2.0,1.25
129,Downtown,Core - Columbia,1000 FOURTH AVE,4-1011,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161004,32.715989,1 Hour Max $1.25 ,1.0,1.25
130,Downtown,Core - Columbia,1000 FOURTH AVE,4-1013,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161006,32.716244,1 Hour Max $1.25 ,1.0,1.25
131,Downtown,Core - Columbia,1000 FOURTH AVE,4-1019,14435,"1 Hour Max $1.25 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading",-117.161079,32.716507,1 Hour Max $1.25 ,1.0,1.25
132,Downtown,Core - Columbia,1000 FOURTH AVE,4-1021,14435,"1 Hour Max $1.25 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading",-117.161111,32.716388,1 Hour Max $1.25 ,1.0,1.25
133,Downtown,Core - Columbia,1200 FOURTH AVE,4-1204,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161204,32.71798,1 Hour Max $1.25 ,1.0,1.25
134,Downtown,Core - Columbia,1200 FOURTH AVE,4-1206,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16120500000001,32.718075,1 Hour Max $1.25 ,1.0,1.25
135,Downtown,Core - Columbia,1200 FOURTH AVE,4-1208,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161206,32.71819,1 Hour Max $1.25 ,1.0,1.25
136,Downtown,Core - Columbia,1200 FOURTH AVE,4-1210,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161207,32.718284999999995,1 Hour Max $1.25 ,1.0,1.25
137,Downtown,Core - Columbia,1200 FOURTH AVE,4-1216,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161208,32.718399,1 Hour Max $1.25 ,1.0,1.25
138,Downtown,Core - Columbia,1200 FOURTH AVE,4-1218,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16120900000001,32.718495000000004,1 Hour Max $1.25 ,1.0,1.25
139,Downtown,Core - Columbia,1200 FOURTH AVE,4-1222,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16121100000001,32.718609,15 Min Max $1.25 ,0.25,1.25
